antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Airline=Spirit Air Lines'}),frozenset({'Delay_Class=Severe'}),0.03849595326919698,0.06737145292481585,0.004221446158383004,0.10965947846161918,1.6276846305214059,1.0,0.001627917854911389,1.0474964628856112,0.40106994234475474,0.04153087989825927,0.04534283844240323,0.08615937496758069
frozenset({'Weather_Rain'}),"frozenset({'Tier_Name=Tier_0_Secondary', 'Delay_Class=Severe'})",0.12115146508419665,0.013639916702182023,0.002686374828061912,0.022173688334639303,1.6256469023078495,1.0,0.001033878935966156,1.0087272877919629,0.4379142168353245,0.02033514769738854,0.008651781207452434,0.10956159612941059
frozenset({'Tier_Name=Tier_1_HighRisk'}),frozenset({'Delay_Class=Severe'}),0.041642849496355216,0.06737145292481585,0.004484024149095823,0.10767812969879226,1.5982753083707018,1.0,0.0016784848745969362,1.0451705579740758,0.3905908826794902,0.042896892873705364,0.043218360514893264,0.08711743390950705
frozenset({'Weather_Rain'}),"frozenset({'Airline=Southwest Airlines Co.', 'Tier_Name=Tier_4_MegaHub', 'Delay_Class=Severe'})",0.12115146508419665,0.006301871777107643,0.0012179579107679194,0.0100531835081109,1.5952694475045301,1.0,0.0004544769121985785,1.0037894073383629,0.4245858455647573,0.00964830874587987,0.0037751019393706827,0.10166120713867084
frozenset({'Weather_Rain'}),"frozenset({'Airline=Southwest Airlines Co.', 'Delay_Class=Severe'})",0.12115146508419665,0.011379726151353993,0.0021935361378009294,0.018105733482269383,1.5910517741338714,1.0,0.0008148656423074465,1.0068500321880574,0.4226950675202345,0.016829642486323976,0.0068034284839530975,0.10543199347169911
"frozenset({'Tier_Name=Tier_4_MegaHub', 'Weather_Rain', 'Airline=Delta Air Lines Inc'})",frozenset({'Delay_Class=Severe'}),0.013950970629641823,0.06737145292481585,0.0014522582717116652,0.10409729260170841,1.5451246497218534,1.0,0.0005123611106812627,1.0409931116109077,0.357794606593647,0.01818273777912652,0.039378850017049605,0.0628266406045568
frozenset({'Weather_Rain'}),"frozenset({'Airline=American Airlines Inc.', 'Delay_Class=Severe'})",0.12115146508419665,0.011824088904867995,0.002207674952685466,0.018222437105083276,1.5411282215225117,1.0,0.0007751692585749139,1.0065171057498492,0.3995281440540962,0.016882394736029163,0.006474908089111788,0.10246618951256896
"frozenset({'Tier_Name=Tier_4_MegaHub', 'Weather_Rain'})","frozenset({'Airline=Southwest Airlines Co.', 'Delay_Class=Severe'})",0.07021941420870102,0.011379726151353993,0.0012179579107679194,0.017345030921904214,1.524204597826851,1.0,0.00041888020656440615,1.0060705995067085,0.36989382800158305,0.015152276610714647,0.006033969693265147,0.06218689245775722
"frozenset({'Airline=Southwest Airlines Co.', 'Weather_Rain'})",frozenset({'Delay_Class=Severe'}),0.021686922202181012,0.06737145292481585,0.0021935361378009294,0.10114557138865604,1.5013120097251118,1.0,0.0007324566795725476,1.0375746254218476,0.34131807777595286,0.025252290378086777,0.036213901632926836,0.06685220407238228
"frozenset({'Airline=American Airlines Inc.', 'Tier_Name=Tier_1_HighRisk'})",frozenset({'Delay_Class=Severe'}),0.010238521807102129,0.06737145292481585,0.0010139550102910373,0.09903333990925231,1.4699599846803066,1.0,0.00032417092034415574,1.0351421294337877,0.32301658510787074,0.013237698433626918,0.033949086250609946,0.057041778633984574
"frozenset({'Weather_Rain', 'Airline=Delta Air Lines Inc'})",frozenset({'Delay_Class=Severe'}),0.019612556075549747,0.06737145292481585,0.001930958147088111,0.09845520082389289,1.4613786188308184,1.0,0.0006096317487089002,1.034478317580539,0.322030476873626,0.022702985110071478,0.03332918341022132,0.06355828546666088
frozenset({'Weather_Rain'}),"frozenset({'Airline=American Airlines Inc.', 'Tier_Name=Tier_4_MegaHub', 'Delay_Class=Severe'})",0.12115146508419665,0.008331801628387508,0.001411861657755847,0.011653690335272835,1.398699927704379,1.0,0.00040245168368580487,1.0033610574293663,0.32434527187294054,0.011024019430031385,0.0033497985640157635,0.09055411789490915
frozenset({'Airline=American Airlines Inc.'}),"frozenset({'Tier_Name=Tier_4_MegaHub', 'Delay_Class=Severe'})",0.1387825672452135,0.0430244136936442,0.008331801628387508,0.06003492941347693,1.395368914053223,1.0,0.002360763041763447,1.0180969657832268,0.32900361058501304,0.048028782339380106,0.017775287022199084,0.12684390477997445
frozenset({'Airline=United Air Lines Inc.'}),"frozenset({'Weather_Rain', 'Tier_Name=Tier_4_MegaHub', 'Delay_Class=Severe'})",0.10776806688063406,0.0089781474516806,0.001318949445657465,0.012238777996438946,1.3631740915714183,1.0,0.0003513918506205558,1.0033010311319415,0.29859722884797474,0.011426671566311443,0.0032901701777553563,0.07957270733342757
"frozenset({'Weather_Freezing', 'Weather_Snow'})","frozenset({'Tier_Name=Tier_4_MegaHub', 'Delay_Class=Severe'})",0.021272856909133876,0.0430244136936442,0.0012462355405369922,0.05858336498290923,1.3616307569012494,1.0,0.00033098334443271897,1.0165271684295047,0.2713590903587673,0.019765504869297793,0.016258462088168835,0.04377457061877258
frozenset({'Airline=United Air Lines Inc.'}),"frozenset({'Tier_Name=Tier_4_MegaHub', 'Delay_Class=Severe'})",0.10776806688063406,0.0430244136936442,0.006180681935240188,0.057351700871520944,1.333003658803914,1.0,0.0015440240428034714,1.0151989741997338,0.2799883112688724,0.04273981786691993,0.0149714239139327,0.10050346416281553
"frozenset({'Tier_Name=Tier_0_Secondary', 'Weather_Rain'})",frozenset({'Delay_Class=Severe'}),0.029935910771959093,0.06737145292481585,0.002686374828061912,0.08973753457931315,1.331981583942639,1.0,0.0006695490247273822,1.0245710248462905,0.25693031222568885,0.028390897835460876,0.023981768223414943,0.06480580821305637
frozenset({'Weather_Snow'}),"frozenset({'Tier_Name=Tier_4_MegaHub', 'Delay_Class=Severe'})",0.023775427143696817,0.0430244136936442,0.0013613658903110742,0.0572593662390621,1.3308575602395893,1.0,0.0003384420771375648,1.0150995427964418,0.2546594235322402,0.02080375331810606,0.014874938033017778,0.04445053660058828
"frozenset({'Tier_Name=Tier_4_MegaHub', 'Weather_Wind'})",frozenset({'Delay_Class=Severe'}),0.01749173384286929,0.06737145292481585,0.0015552696372990015,0.08891454965357967,1.3197659512079272,1.0,0.00037682611413072486,1.0236455282219385,0.24660341436821542,0.018668929567220265,0.02309933230794309,0.055999772203494974
frozenset({'Tier_Name=Tier_4_MegaHub'}),"frozenset({'Weather_Rain', 'Delay_Class=Severe', 'Airline=United Air Lines Inc.'})",0.6079670202043664,0.001656261172188547,0.001318949445657465,0.0021694424233967557,1.3098431937096624,1.0,0.000311997276121803,1.0005142969889143,0.6033926965185581,0.002168239442699375,0.000514032623483723,0.3992554529190155
"frozenset({'Airline=Southwest Airlines Co.', 'Weather_Rain'})","frozenset({'Tier_Name=Tier_4_MegaHub', 'Delay_Class=Severe'})",0.021686922202181012,0.0430244136936442,0.0012179579107679194,0.056160938809723386,1.3053272314090774,1.0,0.0002848907981994062,1.0139181833601087,0.23909378233842657,0.019182439955463655,0.013727126693777326,0.04223473446284019
"frozenset({'Weather_Freezing', 'Weather_Snow', 'Tier_Name=Tier_4_MegaHub'})",frozenset({'Delay_Class=Severe'}),0.014391293721760241,0.06737145292481585,0.0012462355405369922,0.08659649122807019,1.2853588199249435,1.0,0.00027667317303422417,1.0210476948234,0.2252487487985635,0.015478012191756764,0.02061382140139927,0.052547233771732586
"frozenset({'Airline=American Airlines Inc.', 'Tier_Name=Tier_4_MegaHub'})",frozenset({'Delay_Class=Severe'}),0.0966246609209216,0.06737145292481585,0.008331801628387508,0.08622852125924997,1.2798970115054211,1.0,0.001822057833777345,1.0206365254039453,0.2420778233511518,0.053524160481652566,0.02021926992645868,0.10494906800483109
frozenset({'Airline=American Airlines Inc.'}),frozenset({'Delay_Class=Severe'}),0.1387825672452135,0.06737145292481585,0.011824088904867995,0.08519866103915005,1.2646107118133365,1.0,0.0024741057089220034,1.0194875186065913,0.2429616636361275,0.06084543347434285,0.019115014407656835,0.13035229109520086
frozenset({'Tier_Name=Tier_4_MegaHub'}),"frozenset({'Delay_Class=Severe', 'Airline=United Air Lines Inc.'})",0.6079670202043664,0.008063164145581317,0.006180681935240188,0.01016614673138449,1.2608135649769237,1.0,0.001278544056232428,1.0021245813919768,0.5276630690196239,0.010134765890219952,0.002120077115587445,0.3883496064318245
"frozenset({'Weather_Snow', 'Tier_Name=Tier_4_MegaHub'})",frozenset({'Delay_Class=Severe'}),0.016128348121860425,0.06737145292481585,0.0013613658903110742,0.0844082654978084,1.2528788059833744,1.0,0.0002747756440641125,1.0186074337840714,0.20514688270740086,0.016574042197413073,0.01826752207663136,0.05230756551760454
frozenset({'Tier_Name=Tier_4_MegaHub'}),"frozenset({'Weather_Rain', 'Delay_Class=Severe', 'Airline=Delta Air Lines Inc'})",0.6079670202043664,0.001930958147088111,0.0014522582717116652,0.0023887122548579896,1.237060605617047,1.0,0.00027829940088716166,1.0004588501687912,0.48881644587799566,0.002386832915056634,0.000458639721877416,0.3772403812320316
frozenset({'Airline=Allegiant Air'}),frozenset({'Delay_Class=Severe'}),0.01634245017582626,0.06737145292481585,0.0013472270754265377,0.08243727598566308,1.2236232470399615,1.0,0.00024621246272971023,1.0164193931014702,0.1857912686367288,0.016356457980823462,0.016154151733930037,0.051217138967198206
frozenset({'Tier_Name=Tier_4_MegaHub'}),"frozenset({'Delay_Class=Severe', 'Airline=Delta Air Lines Inc'})",0.6079670202043664,0.008166175511168654,0.006059492093372734,0.009966810520965187,1.2204991807160959,1.0,0.0010947267013816583,1.0018187622687116,0.46083651567297995,0.009932393508187604,0.00181546037787584,0.37599503029140025
"frozenset({'Tier_Name=Tier_4_MegaHub', 'Airline=United Air Lines Inc.'})","frozenset({'Weather_Rain', 'Delay_Class=Severe'})",0.07770894643610972,0.014021664704064506,0.001318949445657465,0.016972942063265148,1.2104798125963707,1.0,0.00022934065422422598,1.0030022341047204,0.1885319248126533,0.014588266833474825,0.0029932476744682565,0.055519026491154325
frozenset({'Tier_Name=Tier_4_MegaHub'}),"frozenset({'Weather_Freezing', 'Weather_Snow', 'Delay_Class=Severe'})",0.6079670202043664,0.0016986776168421563,0.0012462355405369922,0.0020498406971451734,1.2067273253154591,1.0,0.0002134955715376119,1.0003518843872408,0.4369846029674444,0.002048316363624292,0.00035176060817461007,0.36785012843418496
frozenset({'Weather_Wind'}),"frozenset({'Tier_Name=Tier_4_MegaHub', 'Delay_Class=Severe'})",0.030190409439880748,0.0430244136936442,0.0015552696372990015,0.0515153542516893,1.197351685452472,1.0,0.000256344971977071,1.0089521117670242,0.16995448713870676,0.021703590957776648,0.008872682521418995,0.043831945939515365
frozenset({'Tier_Name=Tier_4_MegaHub'}),"frozenset({'Weather_Snow', 'Delay_Class=Severe'})",0.6079670202043664,0.0018703632261543837,0.0013613658903110742,0.0022392100970435123,1.1972060109669218,1.0,0.00022424673300616813,1.0003696746500983,0.42017349782607955,0.0022373369714955306,0.0003695380412521517,0.36505049057767947
frozenset({'Weather_Wind'}),frozenset({'Delay_Class=Severe'}),0.030190409439880748,0.06737145292481585,0.002431876160140257,0.08055128119355054,1.1956292716952819,1.0,0.00039790441178041503,1.014334489786275,0.16871388438119714,0.025563718204594674,0.014131915980985081,0.05832390922216876
"frozenset({'Weather_Freezing', 'Weather_Snow'})",frozenset({'Delay_Class=Severe'}),0.021272856909133876,0.06737145292481585,0.0016986776168421563,0.07985187998480821,1.185248002205327,1.0,0.0002654943390120999,1.0135634978635684,0.1596918191686016,0.01953723923244901,0.013381991253787182,0.05253274556877946
"frozenset({'Tier_Name=Tier_4_MegaHub', 'Airline=United Air Lines Inc.'})",frozenset({'Delay_Class=Severe'}),0.07770894643610972,0.06737145292481585,0.006180681935240188,0.07953629818314142,1.1805637956465198,1.0,0.0009453173085827854,1.0132159967137369,0.1658338635887831,0.0444974406700791,0.01304361237544759,0.08563833347172362
"frozenset({'Airline=American Airlines Inc.', 'Tier_Name=Tier_0_Secondary'})",frozenset({'Delay_Class=Severe'}),0.026748617930845035,0.06737145292481585,0.0021268817247738297,0.07951370535377182,1.1802284484276493,1.0,0.0003247884710420182,1.013191127884878,0.1569033571808998,0.023119991217477223,0.013019387479651234,0.05554159259593853
frozenset({'Weather_Snow'}),frozenset({'Delay_Class=Severe'}),0.023775427143696817,0.06737145292481585,0.0018703632261543837,0.0786679126667233,1.167674278221577,1.0,0.0002685781555754247,1.012261007618441,0.14709401307979764,0.02095022624434389,0.012112496210130247,0.05321493369807458
frozenset({'Tier_Name=Tier_4_MegaHub'}),"frozenset({'Airline=American Airlines Inc.', 'Delay_Class=Severe'})",0.6079670202043664,0.011824088904867995,0.008331801628387508,0.013704364466327132,1.1590207564055972,1.0,0.0011431455302634034,1.0019064015835797,0.3499773977851178,0.013626093390766631,0.0019027741319613306,0.3591753800466244
